o_order_id:integer,o_customer_id:integer,o_product_id:integer
290,79330,277
291,71285,493
292,90273,579
293,5936,442
294,33970,205
295,77867,490
296,53414,434
297,47540,548
298,37399,205
299,64725,174
300,11950,262
301,1022,125
302,76484,506
303,18529,185
304,742,170
305,80829,493
306,20369,527
307,63762,213
308,65053,528
309,40660,160
310,41591,349
311,16826,256
312,65286,577
313,37973,585
314,83054,360
315,37182,203
316,243,592
317,34984,268
318,85749,158
319,95573,134
320,60666,567
321,74405,445
322,8426,332
323,42792,550
324,75924,123
325,85813,209
326,6541,101
327,1395,253
328,19960,574
329,76980,254
330,6753,328
331,65634,218
332,45764,405
333,33169,460
334,45355,539
335,56597,499
336,77236,305
337,8876,376
338,72592,268
339,73339,400
340,51304,564
341,91703,421
342,40379,525
343,54586,576
344,82690,486
345,61398,271
346,53204,417
347,60741,504
348,61701,153
349,68702,278
350,62313,154
351,57348,360
352,10647,484
353,23512,446
354,43432,483
355,52527,472
356,53439,373
357,50239,598
358,90850,493
359,40723,248
360,41543,112
361,5565,598
362,64074,143
363,92331,178
364,17658,473
365,99666,302
366,71572,247
367,66439,278
368,71814,382
369,86157,406
370,73686,593
371,98056,321
372,25979,388
373,84240,118
374,34889,428
375,44577,472
376,52618,497
377,40335,201
378,85000,366
379,68119,511
380,67943,237
381,46737,475
382,93103,391
383,38050,460
384,24199,206
385,63693,169
386,85277,281
387,56457,558
388,36546,357
389,79662,589
390,37138,148
391,5801,417
392,52177,416
393,90447,376
394,71697,486
395,35886,231
396,43856,239
397,15455,414
398,25438,356
399,56120,354
400,7101,261
401,60030,474
402,69985,281
403,55,449
404,56086,531
405,37150,209
406,44769,267
407,63055,172
408,6431,453
409,73986,489
410,51465,578
411,32692,102
412,53689,533
413,77921,471
414,44519,170
415,81167,392
416,63756,101
417,92355,110
418,63591,296
419,94710,422
420,14973,278
421,48258,324
422,78651,315
423,599,178
424,8120,561
425,78315,302
426,67446,500
427,53773,516
428,66855,543
429,82778,521
430,4395,551
431,33993,434
432,41847,134
433,71393,529
434,26514,509
435,41802,279
436,81434,334
437,25600,506
438,60804,282
439,6468,366
440,45343,391
441,90798,251
442,27321,170
443,52125,145
444,85596,232
445,69902,453
446,47025,222
447,61899,144
448,17060,123
449,85338,459
450,83463,389
451,19927,293
452,82129,521
453,57660,181
454,23743,233
455,33116,235
456,826,596
457,26127,310
458,51129,529
459,76007,530
460,84477,556
461,86338,455
462,59194,315
463,96504,398
464,34326,140
465,85908,579
466,45674,112
467,37312,405
468,77765,504
469,50232,555
470,54224,332
471,18689,340
472,21548,471
473,88307,157
474,9048,469
475,37136,430
476,41230,116
477,37753,186
478,91373,397
479,57590,217
480,77777,462
481,98194,230
482,48766,303
483,49354,190
484,66396,473
485,8890,108
486,18876,151
487,29016,294
488,71641,420
489,29244,244
490,21818,107
491,98556,132
492,80660,479
493,6551,103
494,7340,546
495,83143,452
496,89209,120
497,96153,423
498,38600,336
499,70521,436
500,88921,503
501,93606,181
502,26119,138
503,91044,366
504,37413,136
505,62129,129
506,71268,249
507,25903,598
508,95441,281
509,40096,110
510,10203,432
511,72720,591
512,64306,582
513,3788,519
514,52619,348
515,35024,395
516,98752,151
517,61566,582
518,49844,105
519,16171,425
520,64692,522
521,83987,454
522,20633,575
523,29421,376
524,79978,275
525,5593,474
526,84735,160
527,71477,298
528,48320,165
529,94671,278
530,3915,270
531,84565,495
532,31797,368
533,49448,387
534,93160,544
535,64079,517
536,1130,446
537,22216,223
538,95934,515
539,98297,204
540,24804,116
541,31429,220
542,65147,322
543,85754,589
544,25863,200
545,806,575
546,73358,220
547,39434,209
548,55068,403
549,96711,499
550,44710,554
551,29173,368
552,67051,533
553,39347,593
554,60791,312
555,9400,483
556,22145,341
557,15176,171
558,68244,598
559,6626,505
560,12043,492
561,68886,572
562,57269,449
563,11156,103
564,4921,283
565,37279,571
566,93299,545
567,85761,189
568,18683,395
569,45432,324
570,35943,570
571,97518,578
572,50279,341
573,36294,436
574,21198,372
575,30418,136
576,68528,436
577,60482,466
578,6823,520
579,33079,143
580,30960,560
581,85077,570
582,498,599
583,86646,576
584,19806,291
585,52316,344
586,28562,560
587,81759,300
588,38232,473
589,15364,135
590,85516,596
591,38126,116
592,53658,317
593,65038,412
594,51909,439
595,67094,264
596,645,363
597,71596,562
598,31560,118
599,6010,222
600,24025,469
601,17281,380
602,37085,175
603,37102,209
604,85370,164
605,47205,272
606,42930,282
607,2618,424
608,52206,174
609,75039,476
610,55094,388
611,26422,254
612,7676,151
613,8136,336
614,62552,384
615,2991,485
616,16398,362
617,97774,593
618,71500,236
619,71168,353
620,85231,506
621,64173,442
622,12069,166
623,42169,488
624,814,495
625,90327,298
626,99100,409
627,58172,261
628,22841,316
629,52909,203
630,60263,478
631,9434,507
632,12866,145
633,26308,127
634,27138,589
635,13433,176
636,18717,292
637,38753,354
638,25161,371
639,16241,308
640,27679,185
641,48124,356
642,67899,348
643,92905,309
644,87008,599
645,17280,181
646,91160,488
647,91166,178
648,39161,542
649,65641,125
650,8516,383
651,78845,367
652,98694,405
653,99972,515
654,72001,543
655,32996,520
656,73445,539
657,20562,564
658,30520,566
659,19396,479
660,57269,348
661,95108,559
662,15696,474
663,737,192
664,14680,570
665,47648,352
666,26805,554
667,21871,112
668,87728,470
669,72762,234
670,81938,456
671,951,449
672,57157,517
673,1435,342
674,20342,119
675,77327,150
676,15356,149
677,47582,280
678,82739,360
679,67205,596
680,83137,152
681,45293,183
682,8985,506
683,36021,205
684,32638,486
685,47495,103
686,95135,287
687,92365,281
688,25313,172
689,60477,316
690,78746,435
691,91536,317
692,12857,141
693,58320,234
694,7460,282
695,30223,299
696,50073,141
697,44661,443
698,33462,155
699,76497,461
700,21236,109
701,88816,534
702,2669,581
703,67116,530
704,9502,148
705,21435,528
706,14376,286
707,7849,474
708,93169,241
709,576,238
710,96519,475
711,92931,319
712,48901,152
713,64538,132
714,61006,553
715,59144,468
716,55893,124
717,43832,222
718,92255,168
719,90070,395
720,38209,467
721,24026,294
722,61347,471
723,70462,540
724,52134,235
725,34449,399
726,46017,121
727,70085,414
728,62855,249
729,61602,478
730,22981,488
731,19005,114
732,2119,502
733,51236,220
734,64698,421
735,61776,576
736,55308,284
737,26045,108
738,82000,432
739,15381,528
740,57181,463
741,18088,303
742,15670,354
743,22296,338
744,93732,317
745,99505,492
746,92320,311
747,92342,296
748,50189,156
749,4502,195
750,19489,528
751,89822,158
752,39908,540
753,22056,196
754,72370,515
755,9168,164
756,7035,243
757,3623,235
758,75753,164
759,49025,317
760,19233,295
761,1673,590
762,40706,392
763,45685,496
764,70027,333
765,14132,484
766,65849,305
767,59043,291
768,87598,193
769,53183,578
770,10317,246
771,69172,174
772,98978,342
773,39540,290
774,15807,341
775,20516,538
776,31680,532
777,20848,478
778,64048,533
779,6335,548
780,13733,205
781,40321,535
782,97254,143
783,75109,193
784,56556,251
785,774,112
786,40966,231
787,92581,333
788,51159,549
789,63443,337
790,75163,150
791,19429,113
792,79815,147
793,25034,446
794,12397,391
795,9080,319
796,42175,453
797,59266,143
798,11531,532
799,56006,402
800,93316,592
801,1986,104
802,53857,164
803,70727,236
804,54463,142
805,99366,512
806,35234,591
807,84935,179
808,59256,493
809,80057,215
810,17086,543
811,64483,229
812,68413,168
813,14361,397
814,79980,175
815,15147,540
816,5145,167
817,69367,362
818,13761,291
819,79518,234
820,73756,441
821,27251,130
822,15383,396
823,33808,586
824,91577,589
825,86915,524
826,93383,103
827,86790,194
828,23299,183
829,37516,337
830,89102,367
831,74135,382
832,30318,593
833,95879,295
834,17803,205
835,16749,216
836,47892,165
837,77085,136
838,50687,233
839,4098,348
840,15565,415
841,62891,190
842,22123,240
843,14467,194
844,88853,513
845,51582,138
846,2421,585
847,50800,193
848,87721,108
849,98520,519
850,38947,582
851,2969,391
852,91913,598
853,26025,394
854,53149,142
855,21090,579
856,1687,456
857,44757,321
858,4974,202
859,23071,473
860,86519,206
861,13972,457
862,62212,534
863,11480,263
864,24333,416
865,49261,350
866,95787,350
867,31110,248
868,57761,364
869,20185,587
870,40342,531
871,38675,529
872,96989,119
873,1158,200
874,2454,588
875,96158,308
876,16845,327
877,70321,206
878,74847,532
879,14932,357
880,42045,380
881,89866,415
882,74122,512
883,23063,461
884,19198,493
885,50355,168
886,80205,199
887,86651,162
888,24002,148
889,36257,516
890,41796,360
891,90403,574
892,39579,139
893,18521,376
894,37932,588
895,85896,124
896,55071,512
897,88755,299
898,44002,586
899,6098,440
900,49830,146
901,52379,173
902,1383,368
903,73308,528
904,44681,264
905,67978,333
906,93118,333
907,73235,363
908,83173,167
909,50096,204
910,18348,402
911,12983,115
912,44918,320
913,30797,137
914,77623,155
915,98105,552
916,52380,201
917,10515,437
918,74439,252
919,65019,308
920,78360,499
921,79270,386
922,99080,130
923,72914,195
924,65775,362
925,49115,438
926,86565,442
927,96359,198
928,27718,545
929,29019,379
930,60814,426
931,41617,213
932,19427,137
933,20065,217
934,20242,181
935,19228,507
936,17426,203
937,80439,328
938,3653,477
939,84772,410
940,12925,557
941,4925,573
942,87387,472
943,34202,505
944,70066,291
945,56674,418
946,41834,225
947,64893,140
948,29057,127
949,18376,413
950,74764,497
951,27138,244
952,47963,311
953,8035,499
954,21818,408
955,20717,173
956,32019,206
957,96890,270
958,32369,595
959,40725,216
960,33568,157
961,17573,457
962,53648,518
963,10019,311
964,17241,270
965,77004,512
966,31992,321
967,93458,442
968,51767,300
969,87630,146
970,53642,212
971,84080,118
972,21846,272
973,60247,273
974,95980,585
975,39451,268
976,84243,583
977,49351,194
978,93636,234
979,18885,564
980,74447,398
981,42130,359
982,74074,209
983,25840,263
984,27786,496
985,47610,414
986,8474,550
987,22322,467
988,69704,408
989,74903,157
990,66127,597
991,69810,304
992,30639,210
993,19727,374
994,58537,281
995,39016,522
996,47910,176
997,72605,274
998,32408,425
999,79616,487
1000,29528,198
1001,64173,595
1002,59053,280
1003,15767,223
1004,65358,220
1005,33470,287
1006,98431,522
1007,67100,551
1008,28696,173
1009,21086,280
1010,34948,167
1011,50800,325
1012,19076,508
1013,93553,328
1014,17715,357
1015,10342,232
1016,40133,495
1017,91914,240
1018,67368,399
1019,68099,246
1020,8237,232
1021,34128,210
1022,26752,153
1023,77790,295
1024,78834,268
1025,72538,489
1026,16120,512
1027,83745,197
1028,72236,388
1029,43827,122
1030,46481,581
1031,14341,244
1032,61525,522
1033,40086,278
1034,60559,219
1035,45466,504
1036,91207,235
1037,85426,188
1038,57333,559
1039,58876,419
1040,75329,180
1041,89478,553
1042,35946,196
1043,3198,346
1044,34562,530
1045,75493,271
1046,40150,457
1047,13539,341
1048,57580,588
1049,19988,213
1050,94917,191
1051,33695,197
1052,48673,337
1053,84967,327
1054,39330,158
1055,32698,196
1056,29673,392
1057,93318,256
1058,16669,435
1059,18796,112
1060,45706,374
1061,28941,452
1062,65957,484
1063,91810,309
1064,45966,116
1065,36136,548
1066,51694,201
1067,46007,118
1068,13952,591
1069,60979,555
1070,66124,363
1071,25819,144
1072,15406,573
1073,54143,393
1074,15541,125
1075,81615,300
1076,60424,555
1077,45551,101
1078,87011,192
1079,42918,431
1080,27647,230
1081,83158,428
1082,57487,296
1083,81542,585
1084,55430,580
1085,71418,385
1086,38551,326
1087,43236,341
1088,1396,474
1089,75412,384
1090,66968,277
1091,17515,109
1092,31712,541
1093,52205,206
1094,55891,283
1095,39157,575
1096,95875,271
1097,19170,572
1098,81708,219
1099,85327,248
1100,9433,329
1101,15009,125
1102,91622,175
1103,15961,241
1104,6591,212
1105,44297,299
1106,11016,597
1107,85668,194
1108,81686,557
1109,19853,126
1110,44538,354
1111,7793,221
1112,19326,302
1113,44881,246
1114,95112,496
1115,87992,534
1116,37147,465
1117,83467,475
1118,64925,545
1119,61918,214
1120,45108,210
1121,89475,152
1122,11753,351
1123,53149,126
1124,63662,118
1125,93907,154
1126,21435,150
1127,13759,242
1128,53780,496
1129,93766,168
1130,74599,425
1131,87171,355
1132,98386,428
1133,76604,534
1134,22049,378
1135,38454,123
1136,56309,432
1137,55493,104
1138,83968,308
1139,12955,578
1140,81164,469
1141,45857,433
1142,1563,345
1143,68387,513
1144,75113,564
1145,9734,550
1146,45166,111
1147,86645,316
1148,14817,155
1149,40377,323
1150,62742,101
1151,93703,288
1152,45351,519
1153,86483,538
1154,56880,100
1155,52674,371
1156,65428,425
1157,509,140
1158,21630,208
1159,22369,241
1160,11906,307
1161,52211,189
1162,41089,458
1163,11762,115
1164,15435,269
1165,51461,381
1166,67743,357
1167,73075,274
1168,90478,506
1169,22673,115
1170,29886,484
1171,64693,542
1172,75242,322
1173,47946,355
1174,55367,175
1175,6781,332
1176,13825,227
1177,23315,273
1178,69667,402
1179,68125,162
1180,75286,158
1181,10308,585
1182,1761,140
1183,42847,275
1184,26190,377
1185,8132,299
1186,99886,118
1187,7066,217
1188,89874,169
1189,82060,158
1190,41530,282
1191,23738,185
1192,52331,283
1193,89738,246
1194,57721,407
1195,40092,287
1196,16293,335
1197,44250,263
1198,51007,392
1199,85230,373
1200,45996,309
1201,96846,505
1202,60514,466
1203,56851,510
1204,89745,493
1205,42056,472
1206,15484,496
1207,99581,517
1208,24453,588
1209,57530,535
1210,71718,161
1211,18065,264
1212,50395,312
1213,70028,363
1214,638,110
1215,77830,383
1216,28202,378
1217,31670,338
1218,78625,402
1219,32357,268
1220,97481,211
1221,94977,502
1222,18897,387
1223,56874,206
1224,7121,128
1225,10793,301
1226,527,108
1227,31009,572
1228,23166,536
1229,51901,252
1230,81345,542
1231,60937,537
1232,99534,199
1233,59965,574
1234,4301,577
1235,69492,363
1236,39423,578
1237,88507,103
1238,33148,338
1239,63396,293
1240,61748,127
1241,35962,435
1242,97335,496
1243,7759,319
1244,28657,195
1245,99058,366
1246,88557,572
1247,70972,243
1248,5434,328
1249,36585,104
1250,43659,555
1251,5379,263
1252,36695,570
1253,30330,524
1254,5313,360
1255,36433,431
1256,74899,496
1257,73522,322
1258,547,428
1259,29089,118
1260,41080,193
1261,95085,103
1262,87141,220
1263,30947,581
1264,83603,353
1265,61661,369
1266,14238,119
1267,81496,197
1268,78358,496
1269,66691,489
1270,65157,399
1271,20275,519
1272,14608,111
1273,28275,574
1274,61015,450
1275,55737,407
1276,56086,235
1277,13908,149
1278,56014,402
1279,21537,140
1280,27870,135
1281,93149,340
1282,81418,323
1283,1237,416
1284,29790,571
1285,7641,557
1286,34700,433
1287,88207,353
1288,22801,185
1289,1379,414
1290,86614,300
1291,30844,440
1292,43217,489
1293,69674,117
1294,83660,138
1295,45660,530
1296,89885,590
1297,25006,367
1298,26485,321
1299,78079,383
1300,3029,304
1301,51488,253
1302,94201,167
1303,34056,345
1304,92536,169
1305,66469,576
1306,22084,203
1307,11182,452
1308,93484,394
1309,20404,502
1310,56385,223
1311,86230,373
1312,36566,584
1313,21875,548
1314,61120,154
1315,1689,212
1316,45981,526
1317,86749,453
1318,9905,573
1319,37284,220
1320,10283,439
1321,85790,121
1322,15398,180
1323,1714,311
1324,12715,422
1325,36404,113
1326,44660,315
1327,75668,500
1328,61708,268
1329,6832,175
1330,42738,110
1331,61929,542
1332,95483,325
1333,29779,168
1334,83607,131
1335,84933,132
1336,3148,124
1337,32049,116
1338,84799,277
1339,90030,537
1340,24498,405
1341,40688,510
1342,82183,548
1343,11417,551
1344,4290,247
1345,3753,113
1346,50700,125
1347,41745,557
1348,29108,498
1349,19782,183
1350,29392,293
1351,67120,191
1352,193,359
1353,74178,459
1354,72372,587
1355,14916,502
1356,37125,337
1357,14155,320
1358,95871,352
1359,28491,142
1360,4606,427
1361,63555,334
1362,81621,379
1363,662,186
1364,51882,380
1365,69626,274
1366,6783,127
1367,96681,587
1368,47757,189
1369,79509,587
1370,169,442
1371,67513,375
1372,52840,531
1373,40074,272
1374,92095,273
1375,38156,129
1376,16130,232
1377,16129,302
1378,70958,372
1379,43516,103
1380,77987,368
1381,88500,241
1382,15657,517
1383,16820,146
1384,57107,337
1385,14447,431
1386,60033,114
1387,95792,350
1388,57439,505
1389,27792,582
1390,95723,556
1391,72705,297
1392,4276,133
1393,69671,196
1394,84638,196
1395,47079,162
1396,49250,445
1397,44023,135
1398,94737,134
1399,53044,560
1400,38809,476
1401,14387,540
1402,24225,418
1403,72431,261
1404,86766,474
1405,61281,485
1406,78120,141
1407,94478,141
1408,21015,418
1409,3002,505
1410,20615,287
1411,88282,326
1412,15914,567
1413,30791,116
1414,16444,100
1415,65678,519
1416,67522,533
1417,66597,274
1418,57036,324
1419,35192,119
1420,55322,567
1421,59617,310
1422,87002,596
1423,47446,464
1424,78959,319
1425,7165,400
1426,11277,428
1427,79386,123
1428,17729,407
1429,25545,133
1430,54510,429
1431,50438,296
1432,20946,216
1433,44105,232
1434,28967,202
1435,70576,220
1436,45413,159
1437,94997,137
1438,18084,233
1439,5759,592
1440,37791,233
1441,67188,167
1442,88629,181
1443,73931,569
1444,63786,376
1445,36191,342
1446,9578,135
1447,37696,276
1448,29069,542
1449,89028,427
1450,31893,290
1451,57403,444
1452,76660,106
1453,22688,517
1454,68459,304
1455,44715,577
1456,71917,428
1457,44067,579
1458,17603,596
1459,77745,496
1460,79976,495
1461,975,443
1462,44052,316
1463,72512,414
1464,81206,190
1465,95961,595
1466,16923,586
1467,84477,320
1468,66859,325
1469,86758,115
1470,946,585
1471,63423,429
1472,15868,363
1473,98799,543
1474,37434,547
1475,96143,353
1476,67777,371
1477,65149,423
1478,93169,349
1479,11593,577
1480,28883,549
1481,10220,583
1482,27580,372
1483,77241,226
1484,26030,155
1485,3148,259
1486,55582,187
1487,60703,145
1488,62000,462
1489,31099,509
1490,76830,208
1491,73611,223
1492,99832,469
1493,42379,199
1494,81541,362
1495,17376,183
1496,77319,234
1497,93442,288
1498,59453,162
1499,34996,456
1500,56290,277
1501,51221,376
1502,4786,204
1503,95374,458
1504,81229,254
1505,43819,210
1506,57076,156
1507,98599,241
1508,12401,452
1509,2719,367
1510,1459,271
1511,34441,288
1512,58294,261
1513,54974,426
1514,82465,521
1515,7922,137
1516,17609,446
1517,9957,175
1518,59443,282
1519,85329,471
1520,81591,150
1521,5699,433
1522,85280,139
1523,19047,457
1524,47183,464
1525,28957,202
1526,78432,492
1527,13992,418
1528,89732,287
1529,99684,424
1530,85837,165
1531,2903,437
1532,19528,303
1533,53568,523
1534,96645,535
1535,40044,432
1536,89842,538
1537,7112,203
1538,39333,145
1539,59505,474
1540,8248,522
1541,34119,237
1542,2255,213
1543,55264,455
1544,83957,295
1545,41561,375
1546,56740,590
1547,27270,448
1548,25924,295
1549,24459,462
1550,23882,229
1551,13635,297
1552,19938,495
1553,30493,300
1554,71944,554
1555,59655,189
1556,86575,361
1557,43587,212
1558,90596,102
1559,58518,397
1560,42669,114
1561,1023,570
1562,61515,564
1563,95941,590
1564,85727,154
1565,31017,561
1566,1385,369
1567,93242,502
1568,99147,328
1569,95527,592
1570,91916,382
1571,69167,364
1572,30520,433
1573,25780,306
1574,87301,462
1575,31438,294
1576,35184,527
1577,49788,595
1578,78822,310
1579,43766,160
1580,78591,417
1581,40990,291
1582,62532,391
1583,58900,456
1584,30097,538
1585,88200,354
1586,13558,552
1587,29355,301
1588,18487,359
1589,52862,268
1590,9555,531
1591,21580,465
1592,28802,398
1593,75924,356
1594,53592,262
1595,17630,581
1596,17318,531
1597,83342,446
1598,61599,155
1599,91318,477
1600,61400,404
1601,62726,198
1602,68873,578
1603,25631,342
1604,95760,490
1605,91782,541
1606,62485,479
1607,36820,550
1608,67847,412
1609,59977,153
1610,80901,278
1611,88224,152
1612,50778,304
1613,43806,255
1614,3231,517
1615,5860,551
1616,75972,343
1617,45573,546
1618,85994,210
1619,81489,421
1620,26119,263
1621,78159,366
1622,71788,447
1623,75497,337
1624,57667,324
1625,71297,463
1626,67250,272
1627,10754,227
1628,72637,497
1629,19857,254
1630,81000,233
1631,65250,193
1632,38873,186
1633,77767,148
1634,44860,186
1635,84899,293
1636,27744,421
1637,16733,119
1638,45439,228
1639,26320,451
1640,28123,163
1641,11903,206
1642,85283,258
1643,38022,545
1644,46933,254
1645,3979,314
1646,66877,534
1647,83892,463
1648,13788,137
1649,41074,361
1650,37508,312
1651,25434,218
1652,23903,233
1653,52085,512
1654,75440,200
1655,28909,375
1656,71217,348
1657,11368,190
1658,20379,593
1659,49745,315
1660,74052,381
1661,24465,316
1662,24259,206
1663,98333,205
1664,4431,597
1665,60809,264
1666,36421,185
1667,82042,425
1668,92392,262
1669,13081,552
1670,48515,492
1671,36804,484
1672,89034,427
1673,69246,446
1674,65407,286
1675,32359,415
1676,71664,565
1677,65446,359
1678,88253,332
1679,92866,171
1680,97303,217
1681,21456,438
1682,32900,361
1683,50471,164
1684,64351,300
1685,45839,104
1686,31453,320
1687,26648,508
1688,83114,157
1689,83111,467
1690,3570,563
1691,42347,327
1692,30652,571
1693,77166,268
1694,87760,319
1695,40327,486
1696,31256,213
1697,93516,383
1698,50789,396
1699,41476,517
1700,54537,596
1701,53115,263
1702,99969,476
1703,7950,550
1704,39670,105
1705,54950,552
1706,41305,501
1707,56547,385
1708,53291,505
1709,77,191
1710,2111,376
1711,1807,380
1712,17463,318
1713,89504,482
1714,99403,286
1715,18678,211
1716,10152,241
1717,53023,370
1718,54804,107
1719,60778,599
1720,3408,564
1721,54240,262
1722,29271,295
1723,16657,171
1724,80899,295
1725,44584,547
1726,23023,243
1727,88736,531
1728,2550,100
1729,14832,484
1730,99930,499
1731,21665,322
1732,54657,264
1733,801,449
1734,19706,203
1735,43216,245
1736,81789,409
1737,88312,409
1738,15153,335
1739,15450,168
1740,5607,427
1741,51906,258
1742,71235,581
1743,51164,462
1744,49435,346
1745,82432,413
1746,98199,183
1747,14281,322
1748,50136,416
1749,56932,135
1750,73814,255
1751,44996,277
1752,86946,344
1753,14930,317
1754,2794,472
1755,77185,409
1756,55259,424
1757,43296,521
1758,32928,224
1759,28424,141
1760,26728,132
1761,36725,384
1762,72934,373
1763,99922,247
1764,7474,333
1765,69261,126
1766,82285,238
1767,72521,392
1768,26273,482
1769,45810,289
1770,92199,205
1771,75948,184
1772,76898,555
1773,1316,399
1774,50825,485
1775,42344,313
1776,1378,510
1777,75922,486
1778,61194,583
1779,12959,234
1780,29553,372
1781,88894,167
1782,63202,253
1783,16548,537
1784,14336,103
1785,6813,254
1786,60459,104
1787,68317,243
1788,95266,598
1789,72180,366
1790,36963,207
1791,54719,352
1792,37998,213
1793,27,283
1794,77415,239
1795,77173,469
1796,53210,132
1797,61725,313
1798,67193,113
1799,69497,208
1800,96961,101
1801,74614,243
1802,56251,135
1803,80313,516
1804,69886,537
1805,147,375
1806,38257,500
1807,14515,120
1808,85070,441
1809,40821,586
1810,86115,487
1811,22072,458
1812,56914,102
1813,22926,530
1814,78872,252
1815,54348,137
1816,33130,582
1817,53697,217
1818,17019,440
1819,90436,369
1820,8922,298
1821,66630,409
1822,58328,351
1823,87558,483
1824,86088,165
1825,82947,576
1826,17247,117
1827,2700,144
1828,32603,137
1829,18003,110
1830,96384,519
1831,57889,341
1832,54461,470
1833,60643,112
1834,1614,569
1835,83329,117
1836,16218,592
1837,94063,377
1838,30236,271
1839,75965,339
1840,57439,553
1841,52521,260
1842,16994,194
1843,24500,163
1844,10683,469
1845,90354,199
1846,65495,378
1847,20827,334
1848,15200,264
1849,50622,547
1850,45624,111
1851,36022,496
1852,62402,384
1853,56372,443
1854,14656,326
1855,36411,303
1856,45942,373
1857,62251,544
1858,94029,254
1859,71670,547
1860,61748,587
1861,99150,355
1862,10017,117
1863,3327,434
1864,88982,336
1865,67545,239
1866,81214,170
1867,89253,586
1868,70934,352
1869,50424,122
1870,98024,242
1871,22726,196
