p_product_id:integer,p_name:string,p_price:double
252,Product_S843,888.78
253,Product_C154,195.92
254,Product_S73,976.84
255,Product_M663,520.09
256,Product_F973,330.85
257,Product_U471,540.63
258,Product_B106,232.96
259,Product_T140,417.32
260,Product_X44,192.83
261,Product_B602,376.47
262,Product_G513,640.16
263,Product_C953,566.40
264,Product_L793,112.06
265,Product_X722,186.69
266,Product_N815,790.74
267,Product_S33,665.16
268,Product_N998,859.62
269,Product_P769,908.80
270,Product_B229,815.00
271,Product_K731,858.93
272,Product_N899,447.65
273,Product_F350,767.93
274,Product_B434,802.24
275,Product_Y775,743.04
276,Product_P839,553.67
277,Product_K219,854.16
278,Product_B168,777.73
279,Product_D672,235.40
280,Product_S300,109.02
281,Product_I295,65.44
282,Product_I846,491.32
283,Product_F388,389.49
284,Product_R170,666.13
285,Product_I564,875.02
286,Product_M134,491.31
287,Product_X957,485.43
288,Product_Z794,886.68
289,Product_N753,110.00
290,Product_S488,264.37
291,Product_O338,854.44
292,Product_Q692,310.40
293,Product_E143,554.99
294,Product_Q748,359.98
295,Product_Y998,349.58
296,Product_L608,141.53
297,Product_M815,242.35
298,Product_Y410,815.12
299,Product_E495,392.81
300,Product_W143,917.73
301,Product_C265,688.14
302,Product_A124,322.89
303,Product_C830,56.41
304,Product_T266,143.49
305,Product_T654,340.23
306,Product_J146,835.66
307,Product_C485,543.80
308,Product_B433,147.71
309,Product_U254,142.59
310,Product_U85,761.33
311,Product_W898,62.68
312,Product_J381,42.66
313,Product_O890,847.33
314,Product_G420,748.64
315,Product_K400,920.72
316,Product_X549,358.81
317,Product_L594,663.48
318,Product_D712,764.67
319,Product_Y727,431.57
320,Product_W84,667.94
321,Product_X671,99.03
322,Product_Q362,85.76
323,Product_Z558,826.44
324,Product_G432,453.84
325,Product_F697,310.27
326,Product_X683,190.01
327,Product_J334,354.07
328,Product_L259,868.09
329,Product_P232,329.97
330,Product_L58,887.37
331,Product_V249,269.36
332,Product_H445,305.33
333,Product_P358,773.36
334,Product_D945,70.64
335,Product_J22,288.37
336,Product_P950,740.26
337,Product_I58,88.49
338,Product_Y351,788.38
339,Product_A606,875.06
340,Product_W512,435.99
341,Product_Z430,355.03
342,Product_S110,878.05
343,Product_E826,282.42
344,Product_X978,360.95
345,Product_A577,282.87
346,Product_I150,45.29
347,Product_I753,258.44
348,Product_U389,418.96
349,Product_Y405,829.78
350,Product_C255,122.76
351,Product_R117,914.48
352,Product_R786,454.52
353,Product_F865,594.44
354,Product_O417,229.48
355,Product_Y366,151.52
356,Product_U953,453.20
357,Product_X935,958.97
358,Product_K430,678.87
359,Product_P340,416.86
360,Product_Q274,544.02
361,Product_F830,612.49
362,Product_R718,31.73
363,Product_I632,71.77
364,Product_M791,668.69
365,Product_S487,914.72
366,Product_F289,627.21
367,Product_S835,357.65
368,Product_X87,29.64
369,Product_K699,246.06
370,Product_R561,552.91
371,Product_F156,786.10
372,Product_Z587,636.72
373,Product_U530,288.32
374,Product_K660,752.36
375,Product_F445,575.63
376,Product_B828,709.50
377,Product_D45,897.52
378,Product_H180,775.90
379,Product_P318,245.33
380,Product_P569,570.01
381,Product_E93,77.80
382,Product_S938,488.23
383,Product_A624,693.16
384,Product_F325,347.93
385,Product_E760,963.00
386,Product_A885,543.69
387,Product_W634,304.33
388,Product_K510,747.92
389,Product_W17,239.91
390,Product_P135,627.46
391,Product_C262,782.26
392,Product_G286,556.26
393,Product_D216,14.69
394,Product_R375,648.77
395,Product_N163,962.74
396,Product_B269,651.50
397,Product_I429,231.50
398,Product_S39,419.45
399,Product_D372,688.71
400,Product_M132,771.03
401,Product_Z433,279.93
402,Product_D382,528.64
403,Product_C271,441.23
404,Product_F114,283.62
405,Product_L411,65.11
406,Product_B86,442.19
407,Product_M141,489.23
408,Product_U794,604.63
409,Product_N22,962.17
410,Product_T639,992.56
411,Product_Q376,598.38
412,Product_K954,208.95
413,Product_A80,393.97
414,Product_Y529,852.69
415,Product_Y191,596.82
416,Product_B580,173.48
417,Product_J844,748.70
418,Product_M461,594.58
419,Product_O875,363.13
420,Product_A976,809.01
421,Product_J520,141.33
422,Product_Z835,461.23
423,Product_T500,29.11
424,Product_T839,878.60
425,Product_U439,90.36
426,Product_Y604,997.64
427,Product_T995,447.85
428,Product_B440,257.06
429,Product_Z575,89.13
430,Product_C976,94.27
431,Product_J649,264.80
432,Product_K77,203.69
433,Product_G226,777.90
434,Product_S201,44.04
435,Product_I950,36.95
436,Product_Y359,618.04
437,Product_U449,50.98
438,Product_C893,841.04
439,Product_X618,333.24
440,Product_Z196,825.63
441,Product_D371,340.31
442,Product_H502,747.00
443,Product_V6,796.09
444,Product_C311,788.48
445,Product_D457,24.51
446,Product_P901,648.89
447,Product_P843,462.07
448,Product_A640,872.47
449,Product_K60,569.96
450,Product_R465,68.47
451,Product_V40,876.98
452,Product_Z574,531.26
453,Product_G940,867.99
454,Product_U628,652.34
455,Product_D999,917.91
456,Product_M659,473.86
457,Product_B26,969.52
458,Product_D86,548.19
459,Product_Y544,202.81
460,Product_J440,260.50
461,Product_U678,46.39
462,Product_U191,940.85
463,Product_B339,495.18
464,Product_G203,348.99
465,Product_N553,385.78
466,Product_R927,728.89
467,Product_G801,699.18
468,Product_Y311,41.23
469,Product_K171,761.70
470,Product_C897,120.25
471,Product_P643,97.99
472,Product_K860,846.90
473,Product_B428,395.28
474,Product_X106,512.76
475,Product_Z777,975.65
476,Product_T769,279.17
477,Product_A958,312.59
478,Product_K894,152.96
479,Product_D779,30.12
480,Product_F72,944.35
481,Product_M552,46.78
482,Product_R59,164.11
483,Product_T394,802.93
484,Product_D225,635.38
485,Product_S916,748.42
486,Product_P234,141.83
487,Product_R934,398.09
488,Product_P117,666.08
489,Product_Z970,275.56
490,Product_Z116,383.21
491,Product_B937,40.60
492,Product_W604,630.93
493,Product_D889,732.63
494,Product_V753,342.79
495,Product_I754,172.30
496,Product_U406,492.55
497,Product_O667,664.56
498,Product_C923,976.41
499,Product_V617,430.39
500,Product_Q92,456.44
501,Product_D57,790.35
502,Product_M200,71.14
503,Product_E737,351.27
504,Product_L439,230.17
505,Product_G394,927.35
506,Product_A363,597.41
507,Product_P728,850.12
508,Product_R31,501.71
509,Product_G119,655.51
510,Product_I531,886.55
511,Product_F712,833.94
512,Product_X789,808.97
513,Product_D946,677.96
514,Product_Q752,34.76
515,Product_R720,383.20
516,Product_K520,100.23
517,Product_W681,102.09
518,Product_G860,701.83
519,Product_B106,405.13
520,Product_O491,592.70
521,Product_P174,952.49
522,Product_R823,630.58
523,Product_L590,788.66
524,Product_S276,933.63
525,Product_V745,784.90
526,Product_U121,100.35
527,Product_Q885,328.97
528,Product_N301,556.44
529,Product_A763,57.65
530,Product_I859,305.48
531,Product_E822,946.84
532,Product_V630,741.15
533,Product_L116,674.57
534,Product_G245,567.19
535,Product_D563,165.54
536,Product_P823,16.65
537,Product_Z21,81.03
538,Product_E272,554.70
539,Product_A820,605.65
540,Product_F946,599.06
541,Product_K205,391.90
542,Product_H236,79.04
543,Product_Y905,165.47
544,Product_B854,238.69
545,Product_C439,798.27
546,Product_J330,160.46
547,Product_T195,62.37
548,Product_P236,524.98
549,Product_R394,156.58
550,Product_S11,407.74
551,Product_L275,837.76
552,Product_E725,576.76
553,Product_Q86,282.07
554,Product_G734,865.49
555,Product_R712,236.10
556,Product_X321,732.28
557,Product_G909,715.22
558,Product_J756,892.57
559,Product_G852,185.56
560,Product_X792,511.38
561,Product_Q247,727.99
562,Product_C231,752.83
563,Product_U159,655.75
564,Product_S60,119.29
565,Product_H979,823.70
566,Product_A430,956.27
567,Product_I210,985.13
568,Product_W164,159.25
569,Product_J947,192.14
570,Product_S137,576.79
571,Product_T860,808.61
572,Product_L17,408.62
573,Product_J600,688.92
574,Product_O938,969.73
575,Product_T511,882.82
576,Product_G404,740.62
577,Product_C497,435.65
578,Product_N657,770.17
579,Product_C538,394.58
580,Product_E141,591.32
581,Product_X887,974.80
582,Product_X462,970.43
583,Product_A496,455.20
584,Product_G460,549.10
585,Product_L740,681.02
586,Product_T234,512.60
587,Product_L527,960.89
588,Product_Y746,981.08
589,Product_R158,837.67
590,Product_L941,699.53
591,Product_S128,27.19
592,Product_P640,778.93
593,Product_J783,545.31
594,Product_Z520,345.20
595,Product_U733,502.46
596,Product_P55,543.36
597,Product_S647,436.00
598,Product_L979,462.78
599,Product_V693,593.40
600,Product_A221,914.76
601,Product_G151,765.10
602,Product_W79,906.41
603,Product_V657,332.83
604,Product_V917,864.47
605,Product_K495,489.42
606,Product_B749,340.00
607,Product_B609,427.41
608,Product_L510,18.80
609,Product_K184,228.38
610,Product_Z836,263.98
611,Product_G998,960.70
612,Product_C618,425.63
613,Product_N946,372.14
614,Product_A661,218.39
615,Product_T273,744.25
616,Product_L79,450.50
617,Product_P141,698.22
618,Product_P482,238.24
619,Product_P426,337.02
620,Product_U160,467.01
621,Product_Q475,185.66
622,Product_O985,154.49
623,Product_X689,120.91
624,Product_R917,653.66
625,Product_Y36,913.25
626,Product_J517,431.57
627,Product_J343,907.67
628,Product_M574,166.66
629,Product_B63,375.80
630,Product_I749,569.87
631,Product_L180,939.95
632,Product_K395,276.04
633,Product_T167,360.04
634,Product_D602,259.04
635,Product_Y242,226.77
636,Product_G53,439.50
637,Product_Y986,379.13
638,Product_T364,795.53
639,Product_Z952,631.21
640,Product_T637,296.38
641,Product_G907,342.30
642,Product_U891,565.28
643,Product_E687,275.53
644,Product_R771,21.18
645,Product_T48,753.69
646,Product_X354,419.97
647,Product_D79,876.58
648,Product_Z631,633.91
649,Product_V611,861.87
650,Product_V926,372.62
651,Product_C953,341.69
652,Product_S283,171.94
653,Product_K37,379.06
654,Product_V155,966.09
655,Product_L294,622.87
656,Product_G926,685.32
657,Product_Y949,736.60
658,Product_H375,145.31
659,Product_S525,684.58
660,Product_I433,675.47
661,Product_H916,110.73
662,Product_C147,471.63
663,Product_C440,127.78
664,Product_Z477,314.17
665,Product_O595,460.04
666,Product_N753,185.12
667,Product_A727,650.70
668,Product_S730,497.64
669,Product_G354,513.87
670,Product_V983,278.46
671,Product_I947,693.89
672,Product_D968,797.80
673,Product_T50,377.95
674,Product_B463,592.98
675,Product_U619,644.98
676,Product_A49,630.29
677,Product_W763,111.42
678,Product_P90,765.53
679,Product_H561,585.85
680,Product_K44,286.64
681,Product_P526,616.72
682,Product_E872,321.95
683,Product_U141,532.54
684,Product_V866,704.89
685,Product_R251,581.43
686,Product_X65,380.53
687,Product_S231,495.58
688,Product_I716,111.09
689,Product_C899,288.49
690,Product_X877,766.39
691,Product_S240,906.10
692,Product_A225,761.23
693,Product_F326,588.88
694,Product_Y646,445.23
695,Product_Y177,240.50
696,Product_A868,650.71
697,Product_A732,428.29
698,Product_V988,522.23
699,Product_C530,783.88
700,Product_Y363,746.04
701,Product_K103,526.74
702,Product_W175,389.61
703,Product_H699,60.02
704,Product_K808,130.98
705,Product_L70,267.81
706,Product_N432,623.64
707,Product_D517,153.25
708,Product_E699,216.58
709,Product_R379,841.33
710,Product_W391,739.64
711,Product_E416,74.93
712,Product_N285,802.52
713,Product_L597,211.19
714,Product_Y229,950.72
715,Product_N253,924.79
716,Product_Y909,724.18
717,Product_I446,377.18
718,Product_L11,493.77
719,Product_P357,384.98
720,Product_G590,227.71
721,Product_V269,127.53
722,Product_U656,183.53
723,Product_U616,852.03
724,Product_F70,482.74
725,Product_R475,186.01
726,Product_B646,273.17
727,Product_S422,319.53
728,Product_R199,839.81
729,Product_P610,385.27
730,Product_S388,787.28
731,Product_Y816,711.80
732,Product_K345,627.23
733,Product_Q112,425.25
734,Product_H740,850.64
735,Product_X47,306.28
736,Product_T500,649.53
737,Product_H831,183.43
738,Product_J781,713.73
739,Product_R323,490.06
740,Product_W634,787.08
741,Product_T703,740.71
742,Product_H313,523.26
743,Product_B892,913.06
744,Product_Y282,244.09
745,Product_S321,604.63
746,Product_L904,33.81
747,Product_E418,908.44
748,Product_O413,309.61
749,Product_T261,668.76
750,Product_B778,733.73
751,Product_I432,547.75
752,Product_Y676,833.69
753,Product_Z548,15.02
754,Product_F647,226.46
755,Product_T932,886.28
756,Product_Y591,678.34
757,Product_D710,552.71
758,Product_G337,635.44
759,Product_Y520,231.26
760,Product_C382,770.46
761,Product_Y331,125.97
762,Product_L224,578.68
763,Product_A844,343.28
764,Product_Z611,711.34
765,Product_Z453,498.59
766,Product_T221,896.25
767,Product_N904,98.61
768,Product_R701,934.92
769,Product_M292,442.67
770,Product_H111,111.74
771,Product_L61,917.76
772,Product_A53,874.48
773,Product_A640,835.27
774,Product_E663,405.94
775,Product_R715,993.06
776,Product_F732,674.81
777,Product_P313,404.47
778,Product_C782,578.70
779,Product_I780,145.46
780,Product_M58,374.67
781,Product_V337,613.88
782,Product_C501,242.43
783,Product_Z455,758.40
784,Product_P791,631.48
785,Product_S15,802.17
786,Product_F715,138.03
787,Product_K13,383.98
788,Product_Q77,398.09
789,Product_O221,581.59
790,Product_U570,541.70
791,Product_H518,574.23
792,Product_Y587,78.64
793,Product_N170,17.07
794,Product_U65,968.54
795,Product_H643,307.74
796,Product_S394,128.26
797,Product_U951,234.76
798,Product_V826,666.35
799,Product_T349,49.41
800,Product_T74,158.65
801,Product_B901,426.86
802,Product_Z797,630.45
803,Product_P764,158.60
804,Product_V549,889.26
805,Product_A933,336.33
806,Product_W458,197.99
807,Product_L192,378.53
808,Product_D314,641.24
809,Product_V294,723.39
810,Product_A417,337.69
811,Product_G722,457.01
812,Product_N955,98.73
813,Product_K649,502.63
814,Product_K181,258.23
815,Product_V818,216.53
816,Product_B247,599.71
817,Product_L135,377.23
818,Product_G811,936.45
819,Product_M210,608.76
820,Product_S639,275.97
821,Product_Y680,274.51
822,Product_V711,703.46
823,Product_X561,606.36
824,Product_J747,529.52
825,Product_N197,904.07
826,Product_O47,944.88
827,Product_S768,872.34
828,Product_S901,929.87
829,Product_U814,207.79
830,Product_I532,618.28
831,Product_F615,644.74
832,Product_I324,464.47
833,Product_U283,468.00
834,Product_S263,119.04
835,Product_O567,261.86
836,Product_L617,551.94
837,Product_U966,508.04
838,Product_Z897,622.70
839,Product_Y185,220.98
840,Product_Z557,525.21
841,Product_F239,136.57
842,Product_A185,130.04
843,Product_K20,780.55
844,Product_K568,299.20
845,Product_L606,674.74
846,Product_A953,557.99
847,Product_I178,423.96
848,Product_F475,435.29
849,Product_C187,502.73
850,Product_Y80,867.44
851,Product_I851,659.87
852,Product_J429,952.06
853,Product_R744,649.70
854,Product_B512,966.31
855,Product_L520,132.10
856,Product_N728,479.65
857,Product_O732,58.57
858,Product_P33,783.77
859,Product_K272,859.19
860,Product_V717,572.17
861,Product_W265,994.88
862,Product_M707,938.98
863,Product_G69,171.50
864,Product_N298,440.55
865,Product_A222,765.93
866,Product_W494,785.33
867,Product_G399,571.07
868,Product_P634,285.23
869,Product_O580,614.55
870,Product_T764,748.49
871,Product_X862,687.09
872,Product_A53,966.02
873,Product_W253,528.81
874,Product_B93,284.21
875,Product_L419,47.11
876,Product_M522,863.74
877,Product_K327,436.73
878,Product_D546,849.26
879,Product_T607,141.95
880,Product_D131,935.69
881,Product_P12,782.64
882,Product_E594,756.46
883,Product_T521,349.39
884,Product_M560,504.75
885,Product_M924,679.00
886,Product_F678,712.07
887,Product_U91,399.63
888,Product_T538,229.14
889,Product_J568,985.40
890,Product_G535,471.55
891,Product_E405,522.51
892,Product_M129,237.53
893,Product_T344,113.66
894,Product_V918,957.15
895,Product_Q720,564.61
896,Product_R205,471.68
897,Product_F461,305.54
898,Product_V842,687.94
899,Product_I259,601.17
900,Product_S664,626.21
901,Product_G335,797.19
902,Product_H757,371.11
903,Product_X384,865.85
904,Product_I969,292.65
905,Product_M71,71.74
906,Product_G758,49.97
907,Product_X783,58.43
908,Product_S225,162.44
909,Product_Q389,939.10
910,Product_S143,182.47
911,Product_A872,248.39
912,Product_M368,441.06
913,Product_X697,549.55
914,Product_K695,450.86
915,Product_W804,109.45
916,Product_G560,792.88
917,Product_E389,165.04
918,Product_I968,250.96
919,Product_T132,48.04
920,Product_W544,443.84
921,Product_O825,459.81
922,Product_P522,107.03
923,Product_H351,465.85
924,Product_H826,286.80
925,Product_U892,839.30
926,Product_O797,535.49
927,Product_T735,384.22
928,Product_J477,171.43
929,Product_C633,723.93
930,Product_I946,78.51
931,Product_U76,935.73
932,Product_F913,648.55
933,Product_X382,991.66
934,Product_X233,415.84
935,Product_G182,655.77
936,Product_P913,865.89
937,Product_V989,61.03
938,Product_T451,970.67
939,Product_Z79,444.17
940,Product_A972,400.00
941,Product_H567,133.52
942,Product_J9,323.12
943,Product_S885,674.97
944,Product_W290,186.45
945,Product_R971,751.88
946,Product_U274,212.08
947,Product_M323,899.34
948,Product_B940,927.96
949,Product_K650,638.40
950,Product_X823,233.86
951,Product_A640,954.55
952,Product_L987,577.57
953,Product_W230,314.66
954,Product_X929,303.63
955,Product_N917,559.27
956,Product_D631,661.59
957,Product_S885,231.77
958,Product_L313,472.85
959,Product_Q651,662.86
960,Product_G336,764.37
961,Product_Y1,277.63
962,Product_G599,813.84
963,Product_T929,164.11
964,Product_U416,344.66
965,Product_Q210,835.24
966,Product_L138,369.67
967,Product_K817,672.04
968,Product_A502,570.58
969,Product_M665,863.57
970,Product_E781,355.39
971,Product_I11,549.06
972,Product_O219,97.94
973,Product_C766,600.03
974,Product_E887,213.97
975,Product_O335,314.37
976,Product_S928,743.99
977,Product_A481,891.06
978,Product_X272,127.84
979,Product_O79,152.77
980,Product_F61,646.38
981,Product_J196,314.83
982,Product_H875,74.43
983,Product_W913,221.65
984,Product_C546,264.25
985,Product_E159,417.64
986,Product_O637,611.61
987,Product_L872,836.50
988,Product_W497,296.37
989,Product_Q530,922.97
990,Product_I522,926.44
991,Product_S595,852.66
992,Product_P257,538.23
993,Product_Y853,679.76
994,Product_Y256,818.11
995,Product_F795,728.66
996,Product_C75,37.91
997,Product_E34,563.93
998,Product_K920,663.47
999,Product_M201,173.75
1000,Product_X463,147.80
1001,Product_U688,834.61
1002,Product_U795,591.10
1003,Product_X172,330.14
1004,Product_F743,436.77
1005,Product_E465,544.19
1006,Product_C978,337.20
1007,Product_B78,887.47
1008,Product_C290,445.07
1009,Product_D300,908.70
1010,Product_J964,514.33
1011,Product_J135,595.04
1012,Product_X994,711.53
1013,Product_W643,932.41
1014,Product_F106,331.31
1015,Product_V471,974.31
1016,Product_V798,710.12
1017,Product_B621,558.40
1018,Product_T166,910.24
1019,Product_V687,412.16
1020,Product_V183,490.72
1021,Product_H251,133.94
1022,Product_M839,823.99
1023,Product_Q736,712.54
1024,Product_D229,196.12
1025,Product_O486,77.24
1026,Product_L549,425.05
1027,Product_Z289,911.90
1028,Product_B994,784.81
1029,Product_B135,919.70
1030,Product_E930,104.22
1031,Product_Z45,931.07
1032,Product_O965,627.00
1033,Product_O92,185.01
1034,Product_W550,634.92
1035,Product_N970,263.91
1036,Product_H800,708.17
1037,Product_O705,634.33
1038,Product_L393,146.66
1039,Product_B177,910.51
1040,Product_N689,732.55
1041,Product_R795,103.81
1042,Product_Q52,338.39
1043,Product_Q11,250.20
1044,Product_R683,346.06
1045,Product_R606,728.76
1046,Product_K423,140.32
1047,Product_M97,387.19
1048,Product_H134,145.92
1049,Product_Z111,355.81
1050,Product_E59,820.00
1051,Product_W819,358.94
1052,Product_U65,361.50
1053,Product_S729,472.06
1054,Product_M904,245.97
1055,Product_V265,215.35
1056,Product_D279,288.67
1057,Product_J892,877.95
1058,Product_E855,800.17
1059,Product_D596,683.72
1060,Product_G230,817.17
1061,Product_W544,87.61
1062,Product_Q401,237.14
1063,Product_W493,202.41
1064,Product_C368,758.25
1065,Product_T573,888.42
1066,Product_B973,376.23
1067,Product_B723,263.54
1068,Product_Q749,697.21
1069,Product_O829,938.67
1070,Product_D725,449.97
1071,Product_J240,552.28
1072,Product_T901,622.91
1073,Product_N783,999.96
1074,Product_H184,589.70
1075,Product_E76,268.27
1076,Product_J569,604.02
1077,Product_X205,288.23
1078,Product_P160,586.67
1079,Product_L584,481.76
1080,Product_U979,169.08
1081,Product_H430,155.06
1082,Product_G284,104.74
1083,Product_J507,644.78
1084,Product_A353,215.01
1085,Product_A940,928.22
1086,Product_H742,827.75
1087,Product_Q791,445.13
1088,Product_S268,626.28
1089,Product_B854,747.95
1090,Product_Q510,382.88
1091,Product_I324,618.56
1092,Product_J414,894.33
1093,Product_N789,533.07
1094,Product_E900,797.94
1095,Product_Z218,541.66
1096,Product_Y495,384.40
1097,Product_O938,648.41
1098,Product_I25,48.91
1099,Product_P2,576.04
1100,Product_D510,94.49
1101,Product_X118,832.55
1102,Product_L909,840.80
1103,Product_T108,551.32
1104,Product_J325,78.47
1105,Product_W160,342.47
1106,Product_Y633,722.97
1107,Product_Q826,872.40
1108,Product_Y340,813.07
1109,Product_A697,469.04
1110,Product_J301,157.10
1111,Product_D67,113.59
1112,Product_C244,205.91
1113,Product_B242,934.93
1114,Product_J98,63.89
1115,Product_F760,40.05
1116,Product_O244,959.22
1117,Product_Y843,744.00
1118,Product_O977,221.81
1119,Product_U377,534.24
1120,Product_Z527,681.26
1121,Product_Z932,438.63
1122,Product_A617,238.73
1123,Product_W671,812.59
1124,Product_E563,745.31
1125,Product_T879,988.95
1126,Product_D955,114.95
1127,Product_Y755,795.30
1128,Product_D442,843.26
1129,Product_W500,725.73
1130,Product_S969,633.50
1131,Product_A309,699.45
1132,Product_P132,878.38
1133,Product_X883,885.62
1134,Product_C442,100.99
1135,Product_O653,143.13
1136,Product_V202,409.58
1137,Product_S996,885.64
1138,Product_R342,50.13
1139,Product_L684,276.09
1140,Product_H203,956.65
